condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,Student ID #,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,next_study.keys,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_movie_key.keys,instr_movie_key.rt,return_to_exp.keys,return_to_exp.rt,instr_assess_key.keys,instr_assess_key.rt,assess_loop.thisRepN,assess_loop.thisTrialN,assess_loop.thisN,assess_loop.thisIndex,assess_loop.ran,ans_gen_loop.thisRepN,ans_gen_loop.thisTrialN,ans_gen_loop.thisN,ans_gen_loop.thisIndex,ans_gen_loop.ran,sen,ans,instr_transfer_key.keys,instr_transfer_key.rt,transfer_response.resp,transfer_response.eval,select_word.x,select_word.y,select_word.leftButton,select_word.midButton,select_word.rightButton,select_word.time,select_word.clicked_name,transfers.thisRepN,transfers.thisTrialN,transfers.thisN,transfers.thisIndex,transfers.ran,end_experiment.keys,end_experiment.rt
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.480405,0.478238932,-0.097769097,1,0,0,0.6686,yes,PARROT,KASUKU,incorrect,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.528165,0.478238932,-0.097769097,1,0,0,0.683825,yes,BOAT,MASHUA,incorrect,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.22542,0.454481337,-0.167847222,1,0,0,1.00188,yes,BULL,FAHILI,incorrect,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1995,0.39640842,0.023680556,1,0,0,0.801705,yes,MANURE,SAMADI,incorrect,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.728195,0.39640842,0.023680556,1,0,0,0.70132,yes,PLATE,SAHARI,incorrect,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.082075,0.612944878,-0.076475694,1,0,0,0.80191,yes,AGENT,WAKAMA,incorrect,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12783,0.460481771,-0.051822917,1,0,0,0.518185,yes,TREASURE,DAFINA,incorrect,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.633585,0.460481771,-0.051822917,1,0,0,0.551305,yes,CHEESE,JIBINI,incorrect,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.443885,0.460481771,-0.051822917,1,0,0,0.701555,yes,MERCHANT,TAJIRI,incorrect,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99527,0.459114583,-0.065972222,1,0,0,0.501835,yes,BLAME,WAKAMA,incorrect,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6144,0.432307943,-0.145,1,0,0,2.006245,yes,GRAPES,ZABIBU,incorrect,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25962,0.422281901,-0.167022569,1,0,0,0.70185,yes,OATH,YAMINA,incorrect,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.118925,0.420458984,-0.167022569,1,0,0,0.90375,yes,TAILOR,SJ,incorrect,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.948095,0.420458984,-0.167022569,1,0,0,0.568495,yes,CORN,KAFALA,incorrect,17,0,17,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.326885,0.41180013,-0.172786458,1,0,0,1.621535,yes,DIVORCE,D,incorrect,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2078,0.405577257,-0.019904514,1,0,0,1.103675,yes,ORPHAN,YATIMA,incorrect,19,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.240353733,-0.104444444,1,0,0,33.813205,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.453016493,-0.033012153,1,0,0,7.22153,test_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.176888021,-0.028576389,1,0,0,0.867995,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.455430773,-0.555651042,1,0,0,6.21931,done_pile,3,0,3,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.461930339,-0.122282986,1,0,0,0.91795,test_pile,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.532156033,0.143758681,1,0,0,0.85186,test_pile,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.559385851,0.032465278,1,0,0,0.737475,test_pile,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.259814453,0.043376736,1,0,0,0.817555,unsorted_card,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.454394531,-0.588515625,1,0,0,2.571685,done_pile,8,0,8,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.249088542,-0.197118056,1,0,0,1.53621,unsorted_card,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.427235243,-0.648107639,1,0,0,1.387285,done_pile,10,0,10,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.417252604,-0.255390625,1,0,0,0.783415,unsorted_card,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.450249566,-0.576223958,1,0,0,1.571975,done_pile,12,0,12,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.453401693,-0.228116319,1,0,0,0.901715,unsorted_card,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.338905165,-0.585876736,1,0,0,1.37038,done_pile,14,0,14,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.371131727,-0.144331597,1,0,0,6.952535,unsorted_card,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.472759332,-0.450260417,1,0,0,1.98845,done_pile,16,0,16,0,1,OATH - YAMINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.175906033,-0.085694444,1,0,0,0.817895,unsorted_card,17,0,17,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.510167101,-0.576918403,1,0,0,1.53726,done_pile,18,0,18,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.229204644,-0.139982639,1,0,0,0.734105,unsorted_card,19,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.374088542,-0.521987847,1,0,0,1.454285,done_pile,20,0,20,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.255289714,-0.061388889,1,0,0,0.78382,unsorted_card,21,0,21,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.434575738,-0.491623264,1,0,0,1.320035,done_pile,22,0,22,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.397509766,0.039826389,1,0,0,1.25169,unsorted_card,23,0,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.343256293,-0.424453125,1,0,0,1.40587,done_pile,24,0,24,0,1,CHEESE - JIBINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.425802951,0.157638889,1,0,0,0.698725,unsorted_card,25,0,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.334271918,-0.421085069,1,0,0,1.203575,done_pile,26,0,26,0,1,GRAPES - ZABIBU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.316351997,-0.007361111,1,0,0,0.58241,unsorted_card,27,0,27,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.406239149,-0.422491319,1,0,0,1.27113,done_pile,28,0,28,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.265809462,0.013576389,1,0,0,0.600645,unsorted_card,29,0,29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.409581163,-0.489236111,1,0,0,2.238205,done_pile,30,0,30,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.118543837,-0.161467014,1,0,0,0.86832,unsorted_card,31,0,31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.537272135,-0.581050347,1,0,0,1.41999,done_pile,32,0,32,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.143603516,-0.064991319,1,0,0,0.683915,unsorted_card,33,0,33,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.664653863,-0.46125,1,0,0,1.684715,done_pile,34,0,34,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.204253472,-0.040199653,1,0,0,0.78396,unsorted_card,35,0,35,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.47483724,-0.572170139,1,0,0,1.47058,done_pile,36,0,36,0,1,ORPHAN - YATIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.291031901,-0.086206597,1,0,0,0.70193,unsorted_card,37,0,37,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.530929905,-0.600026042,1,0,0,1.67086,done_pile,38,0,38,0,1,DIVORCE - TALAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.338292101,-0.18921875,1,0,0,0.635515,unsorted_card,39,0,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.527235243,-0.631241319,1,0,0,1.303055,done_pile,40,0,40,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.421039497,-0.047552083,1,0,0,0.96507,unsorted_card,41,0,41,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.526394314,-0.446892361,1,0,0,1.72239,done_pile,42,0,42,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,4.06594,12.821185,0.436599392,0.011493056,1,0,0,0.68515,yes,MERCHANT,TAJIRI,incorrect,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.080707465,0.019444444,1,0,0,2.514175,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.487261285,-0.351909722,1,0,0,2.32329,done_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1575701,2020-10-20_20h19.03.131,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
