condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,Student ID #,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,next_study.keys,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,key_instr_study.rt,next_study.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.376068376,0.448071217,1,0,0,0.516,study_pile,7,0,7,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.391025641,0.023738872,1,0,0,0.366,unsorted_card,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.463675214,0.471810089,1,0,0,0.45,study_pile,9,0,9,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.239316239,-0.023738872,1,0,0,0.414,unsorted_card,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.621794872,0.65578635,1,0,0,0.4,study_pile,11,0,11,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.311965812,0.09495549,1,0,0,0.348,unsorted_card,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.551282051,0.513353116,1,0,0,0.383,study_pile,13,0,13,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.158119658,0.074183976,1,0,0,0.348,unsorted_card,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.482905983,0.427299703,1,0,0,0.4,study_pile,15,0,15,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.166666667,-0.080118694,1,0,0,0.416,unsorted_card,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.61965812,0.599406528,1,0,0,0.349,study_pile,17,0,17,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.205128205,0.071216617,1,0,0,0.383,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.395299145,0.385756677,1,0,0,0.397,study_pile,19,0,19,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.168803419,0.06231454,1,0,0,0.417,unsorted_card,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.497863248,0.448071217,1,0,0,0.382,study_pile,21,0,21,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.158119658,0.005934718,1,0,0,0.849,unsorted_card,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.52991453,0.56379822,1,0,0,0.498,study_pile,23,0,23,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.145299145,0.166172107,1,0,0,0.448,unsorted_card,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.602564103,0.489614243,1,0,0,0.467,study_pile,25,0,25,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.151709402,0.09495549,1,0,0,0.381,unsorted_card,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.579059829,0.667655786,1,0,0,0.367,study_pile,27,0,27,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.258547009,0.06231454,1,0,0,0.383,unsorted_card,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.344017094,0.382789318,1,0,0,0.482,study_pile,29,0,29,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,0.382478632,0.011869436,1,0,0,0.998,test_first,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,1.405,3.249,0.564102564,-0.089020772,1,0,0,0.816,yes,PARROT,KASUKU,incorrect,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BLAME - LAWAMA,,,,,,,,return,return,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1.22,4.629,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,GRAVE - KABURI,,,,,,,,,return,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.439,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,YEAST - HAMIRA,,,,,,,,,return,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.108,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,MANURE - SAMADI,,,,,,,,,return,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.249,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,TAILOR - MSHONI,,,,,,,,,return,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.165,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BOAT - MASHUA,,,,,,,,,return,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.174,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,CORN - NAFAKA,,,,,,,,,return,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.359,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,AGENT - WAKILI,,,,,,,,,return,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.142,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BULL - FAHILI,,,,,,,,,return,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,PLATE - SAHANI,,,,,,,,,return,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BRIBE - RUSHWA,,,,,,,,,return,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.159,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,TREASURE - DAFINA,,,,,,,,,return,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.299,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,POEM - UTENZI,,,,,,,,,return,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.297,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,MERCHANT - TAJIRI,,,,,,,,,return,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.273,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.247863248,-0.09495549,1,0,0,2.694,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.493589744,0.008902077,1,0,0,17.867,test_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.301282051,0,1,0,0,0.615,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.540598291,-0.059347181,1,0,0,2.581,test_pile,3,0,3,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.356837607,-0.03264095,1,0,0,0.466,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.47008547,0.439169139,1,0,0,0.85,study_pile,5,0,5,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.262820513,0.089020772,1,0,0,0.399,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.393162393,0.471810089,1,0,0,0.798,study_pile,7,0,7,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.273504274,0.035608309,1,0,0,0.433,unsorted_card,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.495726496,0.483679525,1,0,0,0.398,study_pile,9,0,9,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.275641026,-0.074183976,1,0,0,0.382,unsorted_card,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.282051282,0.415430267,1,0,0,0.466,study_pile,11,0,11,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.126068376,0.100890208,1,0,0,0.598,unsorted_card,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.502136752,0.584569733,1,0,0,0.433,study_pile,13,0,13,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.431623932,0.071216617,1,0,0,0.382,unsorted_card,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.666666667,0.486646884,1,0,0,0.449,study_pile,15,0,15,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.254273504,0.053412463,1,0,0,0.398,unsorted_card,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.561965812,0.632047478,1,0,0,0.399,study_pile,17,0,17,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.22008547,0.100890208,1,0,0,0.399,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.525641026,0.451038576,1,0,0,0.415,study_pile,19,0,19,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.19017094,0.035608309,1,0,0,0.333,unsorted_card,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.416666667,0.367952522,1,0,0,0.416,study_pile,21,0,21,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.158119658,0.071216617,1,0,0,0.399,unsorted_card,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.41025641,0.551928783,1,0,0,0.331,study_pile,23,0,23,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.282051282,0.011869436,1,0,0,0.349,unsorted_card,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.337606838,0.3115727,1,0,0,0.383,study_pile,25,0,25,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.143162393,-0.06231454,1,0,0,0.416,unsorted_card,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.521367521,0.456973294,1,0,0,0.398,study_pile,27,0,27,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.243589744,-0.06231454,1,0,0,0.383,unsorted_card,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.722222222,0.510385757,1,0,0,0.464,study_pile,29,0,29,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,0.480769231,0.014836795,1,0,0,3.751,test_first,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,6.505,3.515,0.335470085,-0.118694362,1,0,0,0.8,yes,MERCHANT,TAJIRI,incorrect,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.582,-0.517094017,-0.008902077,1,0,0,1.867,no,PARROT,KASUKU,incorrect,1,0,1,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,CORN - NAFAKA,,,,,,,,return,return,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,3.065,12.928,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,TAILOR - MSHONI,,,,,,,,,return,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,9.406,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BOAT - MASHUA,,,,,,,,,return,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.165,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,TREASURE - DAFINA,,,,,,,,,return,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.141,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BULL - FAHILI,,,,,,,,,return,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,POEM - UTENZI,,,,,,,,,return,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,YEAST - HAMIRA,,,,,,,,,return,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.289,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,MANURE - SAMADI,,,,,,,,,return,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,PLATE - SAHANI,,,,,,,,,return,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.479,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BLAME - LAWAMA,,,,,,,,,return,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,GRAVE - KABURI,,,,,,,,,return,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.298,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BRIBE - RUSHWA,,,,,,,,,return,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.518,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,AGENT - WAKILI,,,,,,,,,return,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.397,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.226495726,-0.044510386,1,0,0,1.209,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.465811966,-0.071216617,1,0,0,6.966,test_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
